step,customer_count,satisfaction_rating
82,23,3.003053435114504
83,24,3.004538577912254
84,21,2.9984984984984986
85,22,3.0029806259314458
86,19,3.010355029585799
87,20,3.0146842878120412
88,23,3.011661807580175
89,24,3.015918958031838
90,18,3.0158045977011496
91,19,3.0028530670470754
92,18,3.002836879432624
93,16,3.008450704225352
94,17,3.0
95,19,3.0041782729805013
96,18,3.0013850415512464
97,16,3.0055172413793105
98,15,3.0082304526748973
99,14,3.0040983606557377
100,12,3.004076086956522
101,15,3.0081190798376185
102,13,3.012113055181696
103,12,3.008042895442359
104,10,3.005340453938585
105,13,3.0
106,11,3.002645502645503
107,13,3.0065876152832676
108,13,3.0039370078740157
109,15,3.010443864229765
110,16,3.0182054616384915
111,15,3.0181112548512288
112,17,3.0219072164948453
113,18,3.019255455712452
114,13,3.0179028132992327
115,12,3.0178343949044586
116,12,3.0228426395939088
117,12,3.0189633375474085
118,12,3.0238993710691826
119,12,3.0238095238095237
120,13,3.0199501246882794
121,13,3.0173697270471465
122,15,3.012360939431397
123,12,3.009840098400984
124,14,3.002447980416157
125,17,3.0
126,18,3.0060532687651333
127,20,3.0072202166064983
128,21,3.0035928143712574
129,21,3.0071513706793804
130,20,3.0106761565836297
131,19,3.015330188679245
132,19,3.0140845070422535
133,22,3.0210035005834306
134,23,3.0208816705336425
135,22,3.0288018433179724
136,22,3.0251716247139586
137,24,3.0284414106939703
138,21,3.0293785310734465
139,22,3.028058361391695
140,21,3.0334448160535117
141,25,3.032115171650055
142,21,3.0286028602860284
143,23,3.0229508196721313
144,24,3.022801302931596
145,23,3.0247844827586206
146,26,3.0224839400428265
147,27,3.0170031880977684
148,29,3.0221518987341773
149,30,3.026178010471204
150,30,3.0207900207900207
151,32,3.02680412371134
152,33,3.0286298568507157
153,29,3.028397565922921
154,28,3.015090543259557
155,28,3.006993006993007
156,27,3.0059464816650148
157,27,3.00492125984252
158,23,3.0
159,29,2.997093023255814
160,28,2.9942307692307693
161,31,2.996186844613918
162,31,3.0
163,30,2.9953095684803004
164,32,2.9990689013035383
165,31,3.005540166204986
166,30,3.0
167,29,3.0018165304268845
168,30,2.999099099099099
169,32,3.0
170,39,2.999113475177305
171,33,2.999121265377856
172,35,2.9956178790534618
173,33,3.0052173913043476
174,31,3.002592912705272
175,33,3.002572898799314
176,30,3.0
177,32,2.9940878378378377
178,37,2.996647108130763
179,33,2.9891936824605154
180,34,2.9834437086092715
181,31,2.988496302382909
182,35,2.991020408163265
183,30,2.9959514170040484
184,37,2.9919484702093397
185,35,2.9920127795527156
186,33,2.9968178202068416
187,31,3.0047468354430378
188,33,3.0
189,35,2.9976617303195634
190,33,3.001547987616099
191,35,2.993841416474211
192,33,2.9992354740061162
193,32,3.0045627376425856
194,32,3.0075528700906347
195,31,3.008252063015754
196,36,3.0096870342771984
197,29,3.0155440414507773
198,30,3.0117907148120855
199,31,3.010989010989011
200,35,3.005822416302766
201,32,3.005061460592914
202,34,3.00431654676259
203,33,3.0092923516797714
204,32,3.0106609808102345
205,36,3.015547703180212
206,33,3.0147575544624035
207,30,3.009097270818754
208,31,3.0090529247910864
209,30,3.015939015939016
210,31,3.016551724137931
211,31,3.017146776406036
212,30,3.0204778156996586
213,28,3.0224184782608696
214,25,3.024357239512855
215,26,3.0215488215488215
216,27,3.027498323272971
217,25,3.0273881095524384
218,25,3.0279255319148937
219,23,3.0311258278145696
220,23,3.0296833773087073
221,24,3.0341655716162945
222,24,3.0373280943025542
223,22,3.033942558746736
224,20,3.029277813923227
225,22,3.0298313878080414
226,21,3.0297157622739017
227,22,3.0276883451384418
228,18,3.0320924261874196
229,14,3.02752880921895
230,15,3.0216975111678366
231,15,3.017811704834606
232,15,3.0184010152284264
233,14,3.0227848101265824
234,17,3.019570707070707
235,18,3.0207677784770297
236,18,3.0213433772755804
237,18,3.02128991859737
238,19,3.022485946283573
239,18,3.01993769470405
240,19,3.0186451211932877
241,20,3.0210787352758834
242,18,3.0216450216450217
243,14,3.022222222222222
244,15,3.0234134319162047
245,14,3.025830258302583
246,13,3.022099447513812
247,12,3.022671568627451
248,13,3.0226299694189604
249,13,3.021978021978022
250,11,3.024375380865326
251,10,3.022506082725061
252,11,3.0242865816636306
253,13,3.026666666666667
254,13,3.02843315184513
255,14,3.0271575135787567
256,13,3.031325301204819
257,16,3.0330727600721588
258,13,3.0324129651860745
259,16,3.0341521869382864
260,13,3.038254632396892
261,12,3.035202863961814
262,11,3.035139964264443
263,13,3.0326991676575505
264,13,3.0326215895610913
265,14,3.0301775147928995
266,16,3.030124040165387
267,17,3.0336084905660377
268,11,3.0358823529411763
269,13,3.030534351145038
270,16,3.0310486233157587
271,18,3.0338785046728973
272,17,3.036130536130536
273,14,3.036627906976744
274,15,3.034802784222738
275,13,3.034123770965876
276,14,3.0294117647058822
277,15,3.0322209436133485
278,15,3.0286861732644863
279,15,3.0297653119633656
280,15,3.028538812785388
281,16,3.026180990324417
282,19,3.0266742338251986
283,19,3.022637238256933
284,17,3.02313769751693
285,18,3.0219347581552305
286,22,3.0257847533632285
287,23,3.022905027932961
288,25,3.0261692650334076
289,27,3.0183028286189684
290,27,3.0226644555002764
291,27,3.024793388429752
292,22,3.022502744237102
293,24,3.020229633679606
294,23,3.020152505446623
295,26,3.018448182311449
296,27,3.0216216216216214
297,26,3.0204520990312163
298,27,3.0209003215434085
299,29,3.02187833511206
300,30,3.0191285866099893
301,29,3.0227633668607727
302,33,3.0210859251449658
303,31,3.0194225721784775
304,31,3.0172413793103448
305,28,3.021331945889698
306,29,3.014507772020725
307,34,3.0180505415162453
308,37,3.0205444273240882
309,33,3.0168797953964193
310,35,3.0158163265306124
311,33,3.017775520568817
312,37,3.020242914979757
313,34,3.0221662468513855
314,28,3.021608040201005
315,28,3.019019019019019
316,30,3.0229197807673143
317,32,3.0178482895389194
318,36,3.019240256536754
319,32,3.0230844793713163
320,34,3.0210577864838393
321,30,3.0190151145782544
322,32,3.0160271976687714
323,35,3.0154738878143132
324,34,3.012518054886856
325,32,3.0129558541266794
326,32,3.011472275334608
327,34,3.0128510233222277
328,34,3.010900473933649
329,33,3.013692162417375
330,36,3.01552210724365
331,30,3.0135831381733023
332,36,3.0126109294722094
333,34,3.0148837209302326
334,30,3.0092764378478662
335,33,3.010166358595194
336,33,3.0110395584176635
337,30,3.0100778744846544
338,35,3.0077590141487907
339,30,3.010914051841746
340,32,3.0086128739800544
341,33,3.00903342366757
342,33,3.00629779577148
343,29,3.0053787539220083
344,30,3.000892857142857
345,33,3.001334519572954
346,37,3.002659574468085
347,29,3.0026501766784452
348,30,3.003525782282944
349,25,3.002195871761089
350,26,3.0035010940919036
351,27,3.003052769297863
352,31,3.004780530204259
353,29,3.001299826689775
354,31,3.002159827213823
355,32,3.0008609556607833
356,29,2.9987124463519312
357,26,2.998716302952503
358,26,2.994878361075544
359,26,2.996595744680851
360,25,2.9915110356536503
361,26,2.9919559695173583
362,24,2.992820945945946
363,27,2.993681550126369
364,26,2.995378151260504
365,24,2.998323554065381
366,22,2.994981179422836
367,20,2.9904006677796326
368,18,2.991253644314869
369,18,2.993765586034913
370,19,2.992534218166736
371,20,2.993791390728477
372,18,2.9929752066115705
373,15,2.9901030927835053
374,16,2.987237546315356
375,17,2.987258528565557
376,19,2.9872794419368076
377,18,2.9893529893529895
378,19,2.990596892886345
379,16,2.990200081665986
380,16,2.9873572593800977
381,16,2.9881921824104234
382,17,2.9886132574217164
383,18,2.9894437677628907
384,17,2.989055533036076
385,18,2.9894779441521653
386,16,2.9886868686868686
387,17,2.9866881807180317
388,16,2.9887187751813054
389,15,2.98953722334004
390,16,2.989549839228296
391,12,2.988362760834671
392,13,2.9859719438877756
393,12,2.985988791032826
394,11,2.987604958016793
395,9,2.987220447284345
396,12,2.9880287310454907
397,14,2.989637305699482
398,13,2.9900477707006368
399,15,2.990854870775348
400,17,2.9920571882446385
401,15,2.992066640222134
402,13,2.990887480190174
403,16,2.992481203007519
404,15,2.9932832872382455
405,13,2.9909234411996843
406,11,2.9925108395743005
407,12,2.9909448818897637
408,10,2.9901729559748427
409,11,2.98665096191598
410,12,2.9878479027832223
411,15,2.98825831702544
412,17,2.990230558812036
413,15,2.9882949668357393
414,13,2.987144526684846
415,12,2.9887203422792687
416,13,2.9879611650485436
417,12,2.9852656068243504
418,14,2.986837011227255
419,15,2.9860896445131377
420,16,2.9834104938271606
421,16,2.9830573738929536
422,18,2.9853902345251826
423,19,2.986569455103607
424,20,2.986595174262735
425,21,2.989678899082569
426,20,2.9897025171624714
427,20,2.9870574800152263
428,18,2.988226357766806
429,22,2.9874905231235784
430,23,2.9901664145234492
431,27,2.992827482068705
432,28,2.9951035781544255
433,29,2.995490417136415
434,28,2.9932533733133435
435,24,2.9940164547494392
436,26,2.9932860872808655
437,27,2.993301079270562
438,26,2.9970304380103934
439,26,2.9977786005183265
440,27,2.99519940915805
441,22,2.9952117863720074
442,24,2.9963262307127114
443,27,2.9974358974358974
444,31,2.9970781592403215
445,30,2.998543335761107
446,32,2.996367598982928
447,31,2.9978268743208982
448,32,2.9978339350180505
449,33,2.9953220582943505
450,34,2.994617868675996
451,35,2.9910554561717353
452,31,2.9932215483410634
453,32,2.991459074733096
454,34,2.992550549840369
455,33,2.994342291371994
456,34,2.991184767277856
457,38,2.992267135325132
458,33,2.991938310550298
459,32,2.991949597479874
460,32,2.994415357766143
461,34,2.9954766875434933
462,34,3.000346860908776
463,34,3.0017295053614665
464,32,3.0034494653328734
465,36,3.0027519779841763
466,30,3.003772290809328
467,29,3.001368925393566
468,28,3.002388263391334
469,30,3.0010204081632654
470,30,3.001695489996609
471,30,3.002028397565923
472,29,3.001011122345804
473,29,3.0
474,33,3.0
475,33,3.0
476,31,2.998001998001998
477,33,2.997011952191235
478,35,2.9986759351208208
479,37,3.0
480,28,2.998353096179183
481,27,2.9970404472213086
482,28,2.997376188914398
483,28,2.9977101733725875
484,33,2.9973907371167643
485,35,3.0016260162601625
486,34,3.001946156341226
487,37,3.0045307443365696
488,29,3.0077469335054876
489,29,3.0061231066709637
490,29,3.007395498392283
491,32,3.0089801154586273
492,31,3.011836212412028
493,30,3.0111678366305044
494,29,3.0105062082139447
495,29,3.009529860228717
496,28,3.0066561014263073
497,29,3.006006955422068
498,27,3.008517350157729
499,27,3.010072395341517
500,26,3.0091109016650956
501,29,3.0122295390404514
502,28,3.0112640801001254
503,29,3.0109306683322923
504,34,3.0130922693266835
505,32,3.015556938394524
506,27,3.015532774153464
507,27,3.0173643410852713
508,27,3.0185701021355618
509,22,3.0185414091470952
510,21,3.0154273372415923
511,21,3.0175600739371533
512,21,3.018450184501845
513,18,3.0190359226281855
514,19,3.01901257283042
515,18,3.0202082057562767
516,17,3.020483032711709
517,17,3.0204517704517704
518,17,3.020121951219512
519,16,3.020706455542022
520,16,3.0194588020674975
521,17,3.0188278165806257
522,14,3.018804974218987
523,17,3.020296879733414
524,19,3.0202723146747354
525,16,3.0187367784829253
526,16,3.017512077294686
527,14,3.0159831121833536
528,13,3.016566265060241
529,13,3.01594944327415
530,16,3.0135256988277725
531,14,3.0129090363254276
532,15,3.0131973605278946
533,12,3.0146794487717194
534,14,3.013169709667764
535,14,3.014050822122571
536,14,3.0137395459976104
537,12,3.014025663980901
538,10,3.0155038759689923
539,10,3.0145963658028
540,12,3.015480797856505
541,11,3.0169541939321833
542,10,3.0160475482912332
543,9,3.0145530145530146
544,11,3.015727002967359
545,13,3.0166024310702637
546,10,3.0180633698549006
547,11,3.015680473372781
548,11,3.0144841856340525
549,11,3.0132900177200237
550,14,3.0141634700501623
551,16,3.015625
552,15,3.0170789163722027
553,12,3.017058823529412
554,12,3.016745005875441
555,14,3.0158497211623128
556,15,3.0172969803576666
557,17,3.0166910688140556
558,18,3.016379058204153
559,16,3.014607069821794
560,16,3.0125474175663847
561,13,3.013407169921306
562,14,3.01018922852984
563,16,3.011631288165164
564,15,3.0090037757769386
565,16,3.008413112851755
566,15,3.007242178447277
567,16,3.0086780445472954
568,19,3.0095320623916813
569,23,3.010092272202999
570,20,3.0123812266052403
571,21,3.012075905692927
572,24,3.01406429391504
573,24,3.0160504442533678
574,23,3.0137339055793992
575,24,3.014567266495287
576,23,3.014257199885942
577,22,3.0159407913464276
578,24,3.0153452685421995
579,22,3.014463981849121
580,22,3.0141522785168413
581,24,3.0132805877366486
582,25,3.012976022566996
583,28,3.0095720720720722
584,28,3.0089887640449438
585,30,3.0114910313901344
586,30,3.012867132867133
587,24,3.010887772194305
588,26,3.011699164345404
589,26,3.0113983875451766
590,30,3.010263522884882
591,30,3.0102407971215057
592,34,3.0093896713615025
593,32,3.009917355371901
594,33,3.0104452996151734
595,34,3.0106937208664655
596,35,3.008207934336525
597,31,3.009282009282009
598,27,3.01008174386921
599,29,3.0089722675367048
600,29,3.007865473284513
601,33,3.008660351826793
602,35,3.0105291576673867
603,35,3.011853448275862
604,34,3.010755579456843
605,29,3.0080515297906603
606,26,3.006427423674344
607,25,3.0064119690088162
608,28,3.0050639658848612
609,34,3.004785961180537
610,34,3.006631299734748
611,33,3.0050291159343567
612,31,2.998943475964078
613,33,2.9994729907773388
614,34,2.9976340694006307
615,37,2.998164175190139
616,32,2.9958126144988224
617,36,2.994511238891793
618,32,2.9971316818774447
619,30,2.999218953397553
620,31,2.9974019225772928
621,33,2.998444790046656
622,34,2.99870700801655
623,32,3.0002579979360164
624,34,2.994850669412976
625,35,2.9961469303878756
626,31,2.9958984875672905
627,33,2.995649948822927
628,34,2.997446373850868
629,29,2.994393476044852
630,30,2.9977110885045777
631,31,2.997969543147208
632,30,2.9994934143870315
633,31,3.0
634,32,3.0005045408678104
635,34,3.001007049345418
636,36,2.998743718592965
637,31,2.9969909729187565
638,29,2.9962443665498246
639,28,2.996500874781305
640,28,2.99625748502994
641,28,2.9960149439601493
642,27,2.9920437593237197
643,28,2.9932985852568876
644,28,2.994301288404361
645,30,2.996042542666337
646,26,2.9960493827160493
647,27,2.995069033530572
648,27,2.996307237813885
649,23,2.9972959685349068
650,23,2.9972999509081983
651,25,2.997549019607843
652,27,2.997307221542228
653,22,2.9968215158924205
654,21,2.9963369963369964
655,19,2.996829268292683
656,19,2.9963459196102313
657,20,2.995377128953771
658,21,2.9973268529769137
659,20,2.9975728155339807
660,18,2.998302618816683
661,17,2.9966093485105354
662,17,2.9958867650616985
663,15,2.995407299975828
664,16,2.9946872736054093
665,16,2.99372738238842
666,16,2.9951783992285437
667,17,2.995183044315992
668,17,2.993742478941035
669,14,2.9937484972349124
670,16,2.993993272465161
671,17,2.9951992318771
672,16,2.996642685851319
673,19,2.9968854815524675
674,16,2.9973671613212063
675,15,2.9983257593877064
676,12,2.999282982791587
677,12,2.9985669930738
678,12,2.998329355608592
679,13,2.9992845218220845
680,13,2.9990467111534795
681,15,3.0
682,16,3.000951927653498
683,14,3.0014268727705113
684,13,2.998574144486692
685,14,2.9988126335787224
686,15,3.0
687,15,3.0004741583688954
688,11,3.002132196162047
689,10,3.0014204545454546
690,11,3.0007097232079487
691,10,3.001418439716312
692,10,2.999763760926057
693,10,2.999763928234183
694,11,2.9985845718329793
695,13,2.9983498349834985
696,11,2.998822143698469
697,12,2.9983525535420097
698,14,2.9983541029861276
699,14,2.9974160206718348
700,17,2.998591879840413
701,16,3.0002344665885112
702,19,3.001171234481143
703,16,3.0014041656915516
704,20,3.0016366612111294
705,21,3.0025688930406353
706,19,3.0039654770235598
707,19,3.0020969245107176
708,20,3.001163873370577
709,17,3.0013950244129273
710,18,3.0
711,20,2.999768035258641
712,20,3.000926784059314
713,21,3.000694283730618
714,19,3.0018488560203376
715,21,3.000230786983614
716,21,3.000691403549205
717,23,3.000460299194476
718,25,3.0018390804597703
719,26,3.0032139577594124
720,25,3.001604768454837
721,27,3.001831501831502
722,30,3.001371742112483
723,27,3.0004566210045662
724,25,3.0004558924093914
725,26,3.0004552697473255
726,24,3.001818181818182
727,27,3.0027235587834773
728,27,3.0033990482664854
729,29,3.000452488687783
730,27,3.000903546419697
731,24,3.0009021199819577
732,25,3.0002251238181
733,31,3.000674157303371
734,32,3.0017945266935846
735,36,3.000447928331467
736,33,3.0024591996422982
737,30,3.0033489618218354
738,24,3.002005794517495
739,29,3.0017797552836485
740,30,3.0011103708638687
741,32,3.0015514184397163
742,34,3.0015483300154835
743,36,3.0019867549668873
744,37,3.000220361392684
745,32,3.0
746,28,2.999340514398769
747,31,2.999561211057481
748,35,3.0010948105977664
749,34,3.0013111888111887
750,33,3.001527383809732
751,34,3.00217817468961
752,35,3.0006521739130436
753,37,3.0006510416666665
754,32,3.001083423618635
755,32,2.9995670995670998
756,29,2.99848779434003
757,34,2.9989221815046347
758,33,2.9982788296041307
759,36,2.997422680412371
760,33,2.9957127545551985
761,31,2.9976450438878186
762,30,2.99871767471682
763,33,2.9985068259385668
764,37,2.9989354907387695
765,33,3.0
766,35,2.999575461685417
767,33,3.0002118644067797
768,35,2.998942246668077
769,29,2.9991554054054053
770,32,2.9966266076323
771,32,2.9960016835016834
772,28,2.9930686830497795
773,29,2.9909834346823234
774,31,2.989951852627172
775,29,2.991849529780564
776,30,2.99061130815773
777,33,2.99083524265778
778,31,2.9920981493033896
779,34,2.990656146179402
780,35,2.9919137466307277
781,35,2.9904781618712484
782,32,2.989458453906573
783,30,2.9892672858617133
784,29,2.988870568837593
785,24,2.988472622478386
786,21,2.9862281603288796
787,23,2.985629234243482
788,25,2.987289872898729
789,24,2.9871033776867963
790,24,2.9854865085854456
791,25,2.9840751327072272
792,26,2.9851141924959217
793,29,2.9861507128309572
794,29,2.9859641985353944
795,27,2.9853718000812677
796,25,2.9857954545454546
797,23,2.9835832995541143
798,18,2.9848147398258758
799,21,2.9852346278317152
800,22,2.985855728429986
801,20,2.9852644327815905
802,20,2.982654296087132
803,19,2.982873262139835
804,19,2.9816790819408094
805,17,2.982300884955752
806,14,2.983118971061093
807,14,2.9819277108433737
808,12,2.981741573033708
809,15,2.981756214915798
810,17,2.9819711538461537
811,19,2.982182182182182
812,15,2.9805922368947577
813,15,2.980607756897241
814,13,2.9810227726727927
815,13,2.980435216610102
816,13,2.979848363926576
817,11,2.979864433811802
818,11,2.979477983662084
819,13,2.9802867383512543
820,13,2.9808993235177077
821,14,2.9801153310797375
822,14,2.9799284578696343
823,14,2.9801429706115967
824,13,2.980551696765231
825,14,2.9805632685442283
826,14,2.979187314172448
827,15,2.9782091917591127
828,11,2.9778261730350426
829,10,2.9770433405897485
830,9,2.976661392405063
831,8,2.9772682348290176
832,10,2.977084156459897
833,10,2.9751233958538994
834,13,2.975340303807457
835,16,2.9761482357579343
836,14,2.9771473601260836
837,14,2.9773622047244093
838,16,2.9775722998229393
839,14,2.9779830941615884
840,16,2.9783889980353635
841,16,2.978401727861771
842,15,2.979007259172062
843,15,2.978631640854734
844,18,2.9786483839373163
845,19,2.9786651008025053
846,19,2.9788773714062193
847,15,2.9794801641586868
848,14,2.9783245459871117
849,15,2.9761951219512195
850,16,2.977383505556639
851,13,2.977210751850409
852,15,2.975866095757104
853,19,2.9760793465577597
854,19,2.977656887507286
855,22,2.9776785714285716
856,19,2.9790535298681147
857,18,2.9784925402053863
858,19,2.978900503290747
859,23,2.980081222200735
860,24,2.9808769557658876
861,20,2.9805094558085683
862,23,2.979953739398612
863,26,2.9815171351559493
864,29,2.983076923076923
865,27,2.9840568574721473
866,28,2.9846508058326937
867,30,2.985821038513125
868,25,2.9860313815537696
869,23,2.986050066883241
870,26,2.9845419847328243
871,29,2.9849437773966074
872,29,2.9836315188427864
873,33,2.9853639992396883
874,33,2.986522399392559
875,33,2.9878695981804397
876,33,2.988455715367146
877,28,2.9894179894179893
878,30,2.988299679184752
879,32,2.9885057471264367
880,31,2.9877704609595486
881,31,2.987978963185575
882,33,2.9868717179294824
883,31,2.987640449438202
884,32,2.987284966342558
885,30,2.987864077669903
886,33,2.987136465324385
887,34,2.9892052856876976
888,36,2.988665923448532
889,33,2.9901669758812615
890,36,2.9892512972572276
891,32,2.9890841813135984
892,32,2.991498798743301
893,34,2.991328413284133
894,35,2.9906060047890954
895,31,2.9909876770277726
896,30,2.9897134459955916
897,31,2.9900953778429935
898,36,2.990661051089544
899,36,2.989213893967093
900,35,2.9905040175310447
901,36,2.9925209777453485
902,34,2.993805793404992
903,32,2.9934485896269334
904,31,2.9947301471924406
905,34,2.9940130624092887
906,31,2.9943850751675423
907,32,2.994212334961114
908,31,2.9940411700975083
909,35,2.9942311159185144
910,33,2.9955003599712025
911,33,2.995146503685062
912,34,2.995154343144293
913,35,2.9949820788530466
914,34,2.9957050823192555
915,31,2.9933869526362824
916,32,2.993931822238087
917,32,2.9937622527178758
918,30,2.993059263214095
919,30,2.993069130975653
920,32,2.9941437444543033
921,31,2.9948599787309464
922,29,2.9941592920353983
923,28,2.993990809473312
924,24,2.9929390997352163
925,25,2.9920662905500706
926,25,2.993132593766508
927,28,2.9934939335326183
928,26,2.9949069195644538
929,30,2.993860726188388
930,32,2.9949194113524875
931,30,2.994575678040245
932,29,2.9919594476490126
933,27,2.993191340782123
934,27,2.9935472619462855
935,27,2.993206758404459
936,27,2.992865843048547
937,29,2.993220928211368
938,28,2.993401632227817
939,24,2.993060374739764
940,24,2.9918544194107453
941,24,2.9925541125541124
942,23,2.9941186645909013
943,23,2.994469408918078
944,26,2.994646865826282
945,23,2.995169082125604
946,19,2.994828477848647
947,18,2.9953496383052016
948,17,2.9941480206540447
949,17,2.99484004127967
950,18,2.993984187005844
951,19,2.995191482053924
952,18,2.9945083233224645
953,17,2.994512090550506
954,17,2.995201371036847
955,14,2.9958897071416337
956,13,2.9958918178705924
957,15,2.9964078002052688
958,16,2.996068376068376
959,16,2.996071062521353
960,18,2.9957316032098342
961,17,2.996416993687084
962,14,2.995054570259209
963,11,2.9947162093062896
964,11,2.994548551959114
965,13,2.9943810658947725
966,13,2.994554118447924
967,12,2.993876509610478
968,13,2.9938796327779666
969,12,2.9932030586236196
970,11,2.992698250976397
971,12,2.992701968771215
972,13,2.9930449533502967
973,12,2.9927093930145814
974,11,2.9930520250804946
975,10,2.993394308943089
976,11,2.993905535804977
977,14,2.9937394247038918
978,14,2.9945881955014375
979,14,2.994759972954699
980,15,2.994931576279777
981,12,2.9961161769672406
982,12,2.9962869198312236
983,13,2.996964074886153
984,14,2.997134670487106
985,15,2.9976415094339623
986,15,2.9984848484848485
987,16,2.998485868102288
988,13,2.9986550100874245
989,13,2.998319610149555
990,11,2.999328295549958
991,14,2.997986239301896
992,16,2.9981552909609257
993,17,2.9984917043740573
994,17,2.9983255190890823
995,17,2.9984939759036147
996,19,2.99882962715265
997,18,2.998329435349148
998,16,2.9981639125354698
999,17,2.9983319432860718
1000,18,2.9978333333333333
1001,17,2.997835137385512
1002,19,2.9970049916805324
1003,24,2.99750664893617
1004,24,2.9981733643307873
1005,23,2.9993364299933645
1006,25,2.999337089824329
1007,28,3.0003311806590496
1008,28,3.0006617038875105
1009,26,3.00033052388035
1010,26,3.00148588410104
1011,24,3.001154543955138
1012,25,3.001318174328555
1013,27,3.001481237656353
1014,27,3.002137103402926
1015,27,3.0018062397372742
1016,29,3.001476135804494
1017,30,3.001802096985583
1018,31,3.002618229422353
1019,27,3.0035959463877084
1020,25,3.003755102040816
1021,31,3.0040769732550556
1022,31,3.003745928338762
1023,32,3.0029282576866763
1024,24,3.0022745735174654
1025,28,3.003082914165179
1026,31,3.002430724355858
1027,32,3.0029126213592234
1028,35,3.0033931168201646
1029,33,3.001452081316554
1030,36,3.002095084609186
1031,35,3.003379465722562
1032,34,3.002572347266881
1033,31,3.0043359563192547
1034,31,3.0046511627906978
1035,31,3.004644458680333
1036,31,3.0007997440818936
1037,32,3.0007985944737263
1038,34,3.0014354066985645
1039,33,3.002070393374741
1040,35,2.9985684746301895
1041,31,2.9985705209656923
1042,35,2.9984134539108362
1043,29,2.9995247148288975
1044,34,2.998575724006963
1045,35,3.00031605562579
1046,36,3.001578282828283
1047,32,3.0020495033895633
1048,33,3.00173255630808
1049,29,3.0026737967914436
1050,32,3.0020420986490732
1051,33,3.0031372549019606
1052,36,3.0025062656641603
1053,27,3.0023466833541925
1054,28,2.999218505783057
1055,30,2.999687841423443
1056,32,2.998285268901013
1057,31,2.998131714152265
1058,31,2.998445273631841
1059,31,2.9993789784195
1060,31,2.999379748798263
1061,31,2.998761226385878
1062,34,3.000309310238169
1063,38,3.0018535681186282
1064,33,3.002159827213823
1065,34,3.002158495220475
1066,33,3.002155836156452
1067,30,3.0030764497769575
1068,29,3.002919483712354
1069,32,3.0041442824251727
1070,31,3.0049064704078505
1071,26,3.0042885587379384
1072,28,3.004895960832313
1073,29,3.0056557627636806
1074,32,3.006107802717972
1075,33,3.0074752097635393
1076,30,3.0080780368846214
1077,28,3.0077661032434904
1078,30,3.008671839342766
1079,27,3.0098784194528876
1080,24,3.010932280595202
1081,20,3.0091019417475726
1082,22,3.0086402910413823
1083,21,3.0089366858527717
1084,22,3.0099878934624695
1085,21,3.0093754725540602
1086,21,3.0098216983983077
1087,18,3.011173184357542
1088,20,3.0110138805069404
1089,17,3.0111563395145486
1090,17,3.009792106056041
1091,18,3.009935270209243
1092,19,3.0103790613718413
1093,20,3.0105215692168947
1094,17,3.0109642535295884
1095,17,3.0100570399279496
1096,15,3.009000900090009
1097,16,3.0091454272863567
1098,16,3.0085406053341326
1099,15,3.007337526205451
1100,12,3.0083807243340317
1101,14,3.008525276697577
1102,11,3.006726457399103
1103,11,3.004929787869734
1104,12,3.0046289383305957
1105,12,3.004776119402985
1106,13,3.0044756079367447
1107,13,3.0049202325928133
1108,15,3.004321907600596
1109,13,3.0043193327375635
1110,12,3.0044662795891024
1111,12,3.0040178571428573
1112,12,3.004164807377659
1113,11,3.004163568773234
1114,9,3.0046076099881094
